City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Hudiksvall,SE,61.729,17.1036,65.1,56,93,11.54,overcast clouds
452,Anadyr,RU,64.75,177.4833,55.9,76,0,8.01,clear sky
453,Somerset West,ZA,-34.084,18.8211,54.07,56,0,3.96,clear sky
454,Sakakah,SA,29.9697,40.2064,96.37,18,0,11.43,clear sky
455,Ilhabela,BR,-23.7781,-45.3581,75.29,60,47,1.32,scattered clouds
456,Ixtapa,MX,20.7,-105.2,90.23,70,40,11.5,scattered clouds
457,Wanlaweyn,SO,2.6185,44.8938,73.56,80,99,16.35,overcast clouds
458,Hami,CN,42.8,93.45,84.06,32,0,4.47,clear sky
459,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,89,40,17.27,scattered clouds
460,Pundaguitan,PH,6.3711,126.1689,83.86,72,94,6.29,overcast clouds
461,Ilulissat,GL,69.2167,-51.1,46.42,71,20,6.91,few clouds
462,Tual,ID,-5.6667,132.75,80.17,81,100,11.21,overcast clouds
463,Pudozh,RU,61.8099,36.5345,67.5,78,20,4.07,few clouds
464,Brigantine,US,39.4101,-74.3646,94.26,71,1,11.5,clear sky
465,Liberal,US,37.0431,-100.921,85.51,57,1,4.61,clear sky
466,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,56.03,84,5,5.57,clear sky
467,Dwarka,IN,22.2394,68.9678,83.89,83,82,6.62,broken clouds
468,Constitucion,CL,-35.3333,-72.4167,56.32,70,0,13.35,clear sky
469,Mahalapye,BW,-23.1041,26.8142,56.34,72,100,8.05,overcast clouds
470,Tete,MZ,-16.1564,33.5867,71.69,60,75,11.99,broken clouds
471,Ploemeur,FR,47.7333,-3.4333,70.39,66,0,10.36,clear sky
472,Codrington,AU,-38.2667,141.9667,49.51,90,100,14.88,overcast clouds
473,Lerwick,GB,60.1545,-1.1494,55.4,84,2,9.8,clear sky
474,Mirnyy,RU,62.5353,113.9611,50.74,86,99,3.94,overcast clouds
475,Sandeid,NO,59.5449,5.8636,61.72,84,1,7.47,clear sky
476,Kankon,IN,15.0167,74.0167,77.95,88,99,13.53,overcast clouds
477,Muros,ES,42.7762,-9.0603,73.9,67,13,11.97,few clouds
478,Puerto Madero,MX,14.7208,-92.4215,84.9,67,31,5.88,scattered clouds
479,Denpasar,ID,-8.65,115.2167,78.46,83,40,9.22,scattered clouds
480,Olinda,BR,-8.0089,-34.8553,76.73,73,40,17.27,scattered clouds
481,Opunake,NZ,-39.4556,173.8583,55.35,80,100,24.36,overcast clouds
482,Sorland,NO,67.667,12.6934,51.87,88,100,41.72,light rain
483,Miraflores,MX,19.2167,-98.8083,70.21,81,93,1.63,overcast clouds
484,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,53,0,13.8,clear sky
485,Prince Rupert,CA,54.3161,-130.3201,59.09,77,90,5.75,overcast clouds
486,Nouakchott,MR,18.0858,-15.9785,78.73,83,62,12.77,broken clouds
487,Binabalian,PH,16.4202,119.9279,82.38,76,100,6.98,overcast clouds
488,Myanaung,MM,18.2833,95.3167,78.17,91,100,11.1,overcast clouds
489,Dolores,AR,-36.3132,-57.6792,53.22,59,0,7.18,clear sky
490,Kipushi,CD,-11.7667,27.2333,67.55,45,56,8.9,broken clouds
491,Xucheng,CN,20.35,110.1288,77.7,85,56,4.21,light rain
492,Samarai,PG,-10.6167,150.6667,79.7,87,10,10.78,clear sky
493,Saskatoon,CA,52.1168,-106.6345,94.15,24,40,8.99,light rain
494,Entre Rios,BR,-11.9419,-38.0844,73.04,79,13,6.96,few clouds
495,Wenchi,GH,7.7392,-2.1046,72.32,92,89,3.44,light rain
496,Cururupu,BR,-1.8283,-44.8683,82.24,68,83,5.59,broken clouds
497,Ramanuj Ganj,IN,23.8,83.7,78.3,78,98,4.63,overcast clouds
498,Viedma,AR,-40.8135,-62.9967,55.45,29,24,11.21,few clouds
499,Yeppoon,AU,-23.1333,150.7333,67.78,94,8,4.41,clear sky
500,Mishan,CN,45.55,131.8833,69.15,98,95,2.62,overcast clouds
501,Pskov,RU,57.8136,28.3496,73.31,94,40,0.0,scattered clouds
502,Smithers,CA,54.7804,-127.1743,64.72,48,75,2.3,broken clouds
503,Selenginsk,RU,52.0064,106.8647,59.41,68,95,5.35,overcast clouds
504,Port Lincoln,AU,-34.7333,135.8667,53.64,83,28,29.95,scattered clouds
505,Mitu,CO,1.1983,-70.1733,84.22,66,22,1.66,few clouds
506,Ndende,GA,-2.4008,11.3581,73.13,73,84,6.98,broken clouds
507,Nurota,UZ,40.5614,65.6886,75.29,23,98,15.48,overcast clouds
508,Tarakan,ID,3.3,117.6333,77.88,83,100,8.52,overcast clouds
509,Klaksvik,FO,62.2266,-6.589,52.72,97,98,20.2,overcast clouds
510,Pacifica,US,37.6138,-122.4869,80.74,80,20,4.0,few clouds
511,Viransehir,TR,37.2353,39.7631,86.13,30,12,21.43,few clouds
512,Bubaque,GW,11.2833,-15.8333,80.65,80,100,13.53,overcast clouds
513,Nichinan,JP,31.6,131.3667,75.76,85,100,10.11,light rain
514,La Ronge,CA,55.1001,-105.2842,84.42,45,90,8.05,smoke
515,Tuatapere,NZ,-46.1333,167.6833,41.83,95,59,5.79,broken clouds
516,Vrangel,RU,42.7297,133.0839,68.14,96,1,0.92,clear sky
517,Luderitz,NA,-26.6481,15.1594,58.57,46,0,9.06,clear sky
518,Mecca,SA,21.4267,39.8261,90.27,23,89,5.12,overcast clouds
519,Puerto Madryn,AR,-42.7692,-65.0385,52.5,42,83,10.65,broken clouds
520,Yerbogachen,RU,61.2767,108.0108,52.92,92,2,3.98,clear sky
521,Mantua,IT,45.1667,10.7833,75.81,75,100,1.01,overcast clouds
522,Trinidad,BO,-14.8333,-64.9,93.18,52,20,6.91,few clouds
523,Tongliao,CN,43.6125,122.2653,73.6,89,72,12.08,broken clouds
524,Vardo,NO,70.3705,31.1107,65.95,82,0,14.97,clear sky
525,Bimbo,CF,4.2567,18.4158,80.53,83,20,0.0,few clouds
526,Kolyubakino,RU,55.668,36.5323,72.03,96,100,4.09,overcast clouds
527,Canutama,BR,-6.5339,-64.3831,86.59,52,100,0.89,overcast clouds
528,Port Hedland,AU,-20.3167,118.5667,59.05,44,64,10.36,broken clouds
529,Playa Del Carmen,MX,20.6274,-87.0799,89.06,85,41,8.7,scattered clouds
530,Atlantic City,US,39.3643,-74.4229,94.24,64,1,11.5,clear sky
531,Vanimo,PG,-2.6741,141.3028,77.67,89,98,0.36,overcast clouds
532,Coihaique,CL,-45.5752,-72.0662,44.55,65,40,4.61,scattered clouds
533,Vagur,FO,61.4732,-6.8119,51.8,95,100,24.4,overcast clouds
534,Tuma,RU,55.148,40.5537,68.22,85,99,4.32,overcast clouds
535,Opuwo,NA,-18.0607,13.84,62.15,31,0,8.39,clear sky
536,Sibolga,ID,1.7427,98.7792,75.24,77,42,3.38,scattered clouds
537,Hunsur,IN,12.3075,76.2878,68.14,97,100,7.92,overcast clouds
538,Raja Jang,PK,31.2208,74.2519,86.13,57,36,9.66,scattered clouds
539,Pontes E Lacerda,BR,-15.2261,-59.3353,94.46,19,0,5.01,clear sky
540,Shubarshi,KZ,48.5872,57.1869,74.52,28,93,2.21,overcast clouds
541,Batagay,RU,67.6333,134.6333,53.89,48,6,2.53,clear sky
542,Vostok,RU,46.4856,135.8833,67.28,91,100,3.4,overcast clouds
543,Marquette,US,46.5333,-87.6335,69.76,56,0,9.64,clear sky
544,Okhotsk,RU,59.3833,143.3,59.65,77,100,9.55,overcast clouds
545,Luang Prabang,LA,19.8856,102.1347,72.32,99,93,1.88,overcast clouds
546,Rosetta,EG,31.4044,30.4164,80.42,81,0,12.24,clear sky
547,San Quintin,MX,30.4833,-115.95,74.66,68,3,12.82,clear sky
548,Pozo Colorado,PY,-23.4923,-58.7972,59.56,95,100,8.79,overcast clouds
549,Belle Fourche,US,44.6714,-103.8522,87.48,39,0,7.7,clear sky
550,Klyuchi,RU,52.2667,79.1667,53.44,82,99,6.78,overcast clouds
551,Shannon,IE,52.7039,-8.8642,64.4,82,90,6.91,overcast clouds
552,Zaysan,KZ,47.4667,84.8667,67.14,42,96,5.97,overcast clouds
553,Yulara,AU,-25.2406,130.9889,49.84,53,0,5.75,clear sky
554,Kelheim,DE,48.9167,11.8667,63.82,96,70,3.78,broken clouds
555,Tigil,RU,57.8,158.6667,48.38,98,100,2.86,overcast clouds
556,Kismayo,SO,-0.3582,42.5454,76.53,80,84,18.37,broken clouds
557,Nenjiang,CN,49.1833,125.2167,71.87,98,100,5.84,overcast clouds
558,Faya,SA,18.3851,42.4509,68.52,45,100,5.28,overcast clouds
559,Tshikapa,CD,-6.4167,20.8,75.88,26,63,2.64,broken clouds
560,Neiafu,TO,-18.65,-173.9833,74.08,94,75,6.91,light intensity shower rain
561,Dudinka,RU,69.4058,86.1778,49.64,67,52,4.52,broken clouds
562,Kjellerup,DK,56.2858,9.4353,69.31,77,0,9.22,clear sky
563,Mayo,US,38.8876,-76.5119,95.81,69,92,5.01,overcast clouds
564,Onguday,RU,50.75,86.15,51.24,71,27,3.15,scattered clouds
565,Thomastown,IE,52.5267,-7.1372,71.38,76,93,5.23,overcast clouds
566,Sao Luis De Montes Belos,BR,-16.525,-50.3722,84.65,22,0,2.64,clear sky
567,Altay,CN,47.8667,88.1167,63.99,52,26,5.91,scattered clouds
568,Kangaatsiaq,GL,68.3065,-53.4641,42.13,83,32,10.6,scattered clouds
569,Shirokiy,RU,49.758,129.523,72.25,97,100,5.77,overcast clouds
570,Hastings,GB,50.8552,0.5729,68.2,81,100,11.7,overcast clouds
571,Trairi,BR,-3.2778,-39.2689,79.3,78,50,11.59,scattered clouds
572,Bayan,CN,46.0833,127.4,74.12,94,7,7.27,clear sky
573,Yemelyanovo,RU,56.1681,92.6767,58.01,100,20,0.0,few clouds
574,Biloela,AU,-24.4167,150.5,61.29,95,0,5.88,clear sky
575,Auray,FR,47.6703,-2.9918,69.82,82,0,9.44,clear sky
576,Phangnga,TH,8.4509,98.5298,82.9,93,100,2.26,overcast clouds
577,Port-Cartier,CA,50.0334,-66.8654,68.22,66,95,12.44,overcast clouds
578,Makokou,GA,0.5738,12.8642,71.19,84,87,3.11,overcast clouds
579,Corrente,BR,-3.7367,-43.3394,86.9,53,91,1.79,overcast clouds
580,Tezu,IN,27.9167,96.1667,75.6,98,100,2.95,overcast clouds
581,Chara,RU,56.9064,118.2631,55.81,80,99,3.53,overcast clouds
582,Parsabad,IR,39.6482,47.9174,79.12,53,75,6.91,broken clouds
583,Saint-Pierre,RE,-21.3393,55.4781,71.28,70,20,17.27,few clouds
584,Benguela,AO,-12.5763,13.4055,69.76,89,24,4.18,few clouds
585,Sambava,MG,-14.2667,50.1667,68.81,82,100,11.34,overcast clouds
586,Aswan,EG,24.0934,32.907,92.19,16,4,9.95,clear sky
587,Karratha,AU,-20.7377,116.8463,64.92,34,37,16.89,scattered clouds
588,Puerto Ayacucho,VE,5.6639,-67.6236,84.0,74,78,2.8,broken clouds
589,Zistersdorf,AT,48.5333,16.75,74.44,61,100,10.71,overcast clouds
590,Marystown,CA,47.1666,-55.1483,63.23,69,100,13.8,overcast clouds
591,Yendi,GH,9.4427,-0.0099,80.47,69,85,4.54,overcast clouds
592,Clearwater,US,27.9659,-82.8001,94.1,66,1,3.0,clear sky
593,Borovoy,RU,55.4333,86.0833,56.48,82,0,4.47,clear sky
594,Gull Lake,CA,50.1001,-108.4847,88.16,16,68,13.29,broken clouds
595,Sampit,ID,-2.5333,112.95,72.79,92,100,2.39,overcast clouds
596,Storslett,NO,69.7678,21.0247,55.4,82,75,2.3,broken clouds
597,Asau,RO,46.4333,26.4,69.4,80,43,3.06,scattered clouds
598,Arlit,NE,18.7369,7.3853,99.52,9,61,13.0,broken clouds
599,Saint-Joseph,RE,-21.3667,55.6167,70.18,76,24,12.55,few clouds
600,Marawi,PH,7.9986,124.2928,64.65,96,100,0.96,overcast clouds
601,Giyani,ZA,-23.3025,30.7187,54.48,81,51,3.49,broken clouds
602,Kachiry,KZ,53.0675,76.1036,51.87,70,56,10.74,broken clouds
603,Mafeteng,LS,-29.823,27.2374,32.7,34,0,0.58,clear sky
604,Marsala,IT,37.7966,12.4352,76.95,69,0,8.05,clear sky
605,Koumac,NC,-20.5667,164.2833,70.61,82,96,4.59,overcast clouds
606,Bernay,FR,49.1667,0.6667,66.02,80,100,4.0,overcast clouds
607,Mandalgovi,MN,45.7625,106.2708,73.63,34,100,8.61,overcast clouds
608,Uspenka,UA,48.3903,39.1619,78.28,42,64,3.98,broken clouds
609,Ust-Ilimsk,RU,58.0006,102.6619,62.74,67,4,3.15,clear sky
610,Eldoret,KE,0.5204,35.2699,59.09,94,75,4.61,broken clouds
611,Valparaiso,CL,-33.0393,-71.6273,66.43,41,0,8.05,clear sky
612,Kouroussa,GN,10.65,-9.8833,77.38,80,94,6.87,overcast clouds
613,Buin,CL,-33.7333,-70.75,65.05,23,0,2.17,clear sky
614,Pacific Grove,US,36.6177,-121.9166,83.57,81,40,4.0,scattered clouds
615,Yunyang,CN,33.4474,112.7142,76.06,92,98,2.68,light rain
616,Pergamino,AR,-33.89,-60.5736,63.25,43,0,4.88,clear sky
617,Ngunguru,NZ,-35.6167,174.5,57.16,75,99,17.2,overcast clouds
618,Povorino,RU,51.1945,42.2457,69.84,69,46,3.87,scattered clouds
619,Kashi,CN,39.4547,75.9797,81.61,22,75,8.95,broken clouds
620,Catuday,PH,16.2923,119.8062,80.44,77,100,5.57,overcast clouds
621,Komatipoort,ZA,-25.4332,31.9548,55.8,75,20,1.7,few clouds
622,Tecoanapa,MX,16.5167,-98.75,85.69,66,87,10.47,overcast clouds
623,Ambon,ID,-3.6954,128.1814,78.35,88,92,6.35,overcast clouds
624,Colares,PT,38.7992,-9.4469,83.39,39,0,5.75,clear sky
625,Brokopondo,SR,4.75,-55.1667,82.36,71,100,6.82,overcast clouds
626,Urdoma,RU,61.7533,48.5442,61.45,98,100,3.4,light rain
627,Kasangulu,CD,-4.5911,15.1708,74.28,47,13,4.54,few clouds
628,Acapulco,MX,16.8634,-99.8901,85.35,69,58,5.39,broken clouds
629,Umm Lajj,SA,25.0213,37.2685,85.1,59,10,3.24,clear sky
630,Bharatpur,IN,27.2167,77.4833,93.61,44,13,12.71,few clouds
631,Mbale,UG,1.0821,34.175,65.21,89,94,3.33,overcast clouds
632,Jalu,LY,29.0331,21.5482,86.38,40,0,22.88,clear sky
633,Fukue,JP,32.6881,128.8419,78.82,77,58,4.45,broken clouds
634,Poya,NC,-21.35,165.15,67.37,91,67,3.27,broken clouds
635,Robertsport,LR,6.7533,-11.3686,78.53,78,83,11.07,broken clouds
636,Luganville,VU,-15.5333,167.1667,78.49,86,80,10.27,broken clouds
637,Florence,IT,43.7667,11.25,74.68,61,58,5.37,broken clouds
638,Aripuana,BR,-9.1667,-60.6333,95.94,23,1,1.36,clear sky
639,Dukat,RU,62.55,155.55,55.94,79,97,4.45,overcast clouds
640,Banda Aceh,ID,5.5577,95.3222,78.53,79,78,8.68,light rain
641,Penha,BR,-26.7694,-48.6458,73.27,64,0,11.5,clear sky
642,Hede,CN,33.7681,120.2517,76.35,97,100,10.16,overcast clouds
643,Rosarito,MX,32.3333,-117.0333,90.93,67,24,10.29,few clouds
644,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,9.22,heavy intensity drizzle
645,Kargasok,RU,59.0556,80.8572,52.95,88,98,8.61,overcast clouds
646,Duzce,TR,40.8389,31.1639,70.43,81,0,3.22,clear sky
647,Road Town,VG,18.4167,-64.6167,86.04,70,40,11.5,scattered clouds
648,Nuuk,GL,64.1835,-51.7216,54.21,71,20,4.61,few clouds
649,Xam Nua,LA,20.4197,104.0439,66.45,99,68,2.08,broken clouds
650,San Cristobal,VE,7.7669,-72.225,87.98,44,59,7.47,broken clouds
651,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,70,40,2.3,scattered clouds
652,Mongu,ZM,-15.2484,23.1274,69.19,32,98,7.2,overcast clouds
653,Tranas,SE,58.0372,14.9782,77.58,70,50,3.96,scattered clouds
654,Port Hardy,CA,50.6996,-127.4199,59.18,77,75,5.75,broken clouds
655,Manbij,SY,36.5281,37.9549,88.57,28,0,19.48,clear sky
656,Belyy Yar,RU,53.6039,91.3903,64.29,88,0,8.95,light rain
657,Kathu,TH,7.9178,98.3332,82.69,83,100,1.5,overcast clouds
658,Chumikan,RU,54.7183,135.315,58.93,85,48,1.92,scattered clouds
659,Hua Hin,TH,12.5707,99.9588,82.0,75,99,6.87,overcast clouds
660,Svetlogorsk,BY,52.6333,29.7333,71.11,81,2,5.77,clear sky
661,Coari,BR,-4.085,-63.1414,81.93,72,100,3.18,overcast clouds
662,Ambanja,MG,-13.6833,48.45,68.23,81,37,3.71,scattered clouds
663,Ulundi,ZA,-28.3352,31.4162,49.19,90,0,1.88,clear sky
664,Olafsvik,IS,64.8945,-23.7142,50.02,95,100,16.78,overcast clouds
665,Loiza,PR,18.4313,-65.8802,89.82,66,40,18.41,scattered clouds
666,Agirish,RU,61.9247,63.0231,52.61,55,0,3.04,clear sky
667,Mukdahan,TH,16.5833,104.5,75.29,86,71,2.93,broken clouds
668,Iracoubo,GF,5.4802,-53.2011,81.07,77,71,9.01,broken clouds
669,Cayenne,GF,4.9333,-52.3333,82.09,81,75,3.0,broken clouds
670,Bilibino,RU,68.0546,166.4372,54.7,78,100,6.55,overcast clouds
671,Shakawe,BW,-18.3667,21.85,60.85,43,37,5.61,scattered clouds
672,Mina,MX,26.0011,-100.5299,91.26,33,94,13.29,overcast clouds
673,Isetskoye,RU,56.4858,65.3226,51.17,91,98,8.68,overcast clouds
674,Tonantins,BR,-2.8731,-67.8022,83.71,71,72,2.06,moderate rain
675,Payakumbuh,ID,-0.2202,100.6308,67.46,77,95,2.53,overcast clouds
676,Nogliki,RU,51.8333,143.1667,62.91,99,100,4.05,overcast clouds
677,Tessalit,ML,20.1986,1.0114,97.29,23,96,7.05,overcast clouds
